pert_id,pert_iname,pubchem_cid,SMILES
BRD-K55171585,BRD-K55171585,,OC[C@@H]1O[C@H](CC(=O)NCc2ccccn2)C=C[C@@H]1NC(=O)Nc1ccccc1
BRD-K55178632,BRD-K55178632,,CC(C)NC(=O)CN1CCN(CC1)c1ncccn1
BRD-K55179756,BRD-K55179756,44202980,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2ccccc2)Oc3ccc(NC(=O)Nc4ccc(cc4)C(F)(F)F)cc3C1=O
BRD-K55185663,BRD-K55185663,54615035,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)c2ccncc2)OCCCC[C@@H](C)Oc3ccc(NC(=O)c4ccncc4)cc3C1=O
BRD-K55186349,BRD-K55186349,7217941,[O-][N+](=O)c1ccc(cc1)C(=O)Oc1coc(CSc2ncccn2)cc1=O
BRD-K55187425,ON-01910,6918736,COc1cc(OC)c(\C=C\S(=O)(=O)Cc2ccc(OC)c(NCC(O)=O)c2)c(OC)c1
BRD-K55187504,BRD-K55187504,54629285,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2cncnc2)Oc3cc(ccc3S1(=O)=O)C4=CCCCC4
BRD-K55191674,BENZYLPENICILLIN,5904,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(O)=O
BRD-K55191691,BRD-K55191691,60191278,C\C=C\c1ccc(cc1)[C@@H]1[C@@H](CO)N2[C@H]1CN(CC2=O)C(=O)Nc1ccc(F)cc1
BRD-K55193076,BRD-K55193076,54649133,CO[C@H](CN(C)S(=O)(=O)c1ccc(Cl)cc1)[C@@H](C)CN([C@H](C)CO)C(=O)Nc1ccccc1F
BRD-K55194575,BRD-K55194575,54649455,CN(C)C(=O)c1ccc(cc1)-c1cccc(c1)-c1nc(cc2CN([C@@H](CCO)c12)[S@@](=O)C(C)(C)C)C(=O)NCc1ccccc1
BRD-K55196996,BRD-K55196996,60191262,CCS(=O)(=O)N1C[C@H]2[C@@H]([C@H](CO)N2C(=O)C1)c1ccc(cc1)C#CC1CCCCC1
BRD-K55197905,BRD-K55197905,54631977,CO[C@@H]1CN(C)C(=O)c2ccc(NC(C)=O)cc2OC[C@H](C)N(Cc2ccccc2F)C[C@@H]1C
BRD-K55204560,BRD-K55204560,60185359,COc1ccc2c3c([nH]c2c1)[C@@H](CO)N(C[C@]31CCN(CC1)S(=O)(=O)c1cccc(C)c1)C(=O)Nc1cccc(F)c1
BRD-K55208094,SA-102787,44490269,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)CCCN(C)C)OCCCC[C@@H](C)Oc2ccc(NC(=O)CCCN(C)C)cc2C1=O
BRD-K55209210,BRD-K55209210,,Cc1noc(C)c1NC(=O)N[C@H]1C=C[C@@H](CC(=O)Nc2ccc(cc2)-c2ccccc2)O[C@@H]1CO
BRD-K55210119,BRD-K55210119,,Cc1ccc(O)c(NC(=O)c2ccco2)c1
BRD-K55210983,BRD-K55210983,44501521,CC(C)NC(=O)Nc1ccc2O[C@H](C)CCCCO[C@H](CN(C)CC3CCCCC3)[C@@H](C)CN([C@H](C)CO)C(=O)c2c1
BRD-K55216557,BRD-K55216557,44483865,CNC[C@H]1Oc2ccc(NS(=O)(=O)c3ccccc3)cc2CC(=O)N(C[C@H]1C)[C@H](C)CO
BRD-K55216615,BRD-K55216615,44142158,Fc1cccc(F)c1S(=O)(=O)[C@H]2CC[C@H](CC2)S(=O)(=O)c3ccc4OCCOc4c3
BRD-K55218521,BRD-K55218521,,COCC(=O)N1C[C@@H](C)[C@H](CN(C)C(=O)c2cc(NC(=O)C3CCC3)ccc2OC[C@@H]1C)OC
BRD-K55218950,BRD-K55218950,54619016,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Cc2ccncc2)Oc2ncc(cc2C1=O)C1=CCCCC1
BRD-K55220938,BRD-K55220938,,Cc1ccc(cc1)-n1ncc2c1nc(SCC(=O)N1CCCc3ccccc13)[nH]c2=O
BRD-K55224251,BRD-K55224251,,Cn1nnnc1SCC(=O)Nc1ccccc1-c1ccccc1
BRD-K55231301,BRD-K55231301,44493585,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(cc2)C(F)(F)F)OCc2cn(CCCC1=O)nn2
BRD-K55232867,BRD-K55232867,54631435,CO[C@H]1CN(C)C(=O)c2cc(NC(=O)Nc3c(C)noc3C)ccc2OC[C@@H](C)N(CCC(F)(F)F)C[C@H]1C
BRD-K55233780,BRD-K55233780,,CO[C@H]1CN(C)C(=O)c2cc(NC(=O)NC(C)C)ccc2OC[C@@H](C)N(Cc2ccc(cc2)-c2ccccn2)C[C@@H]1C
BRD-K55237592,BRD-K55237592,,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)S(=O)(=O)c2cn(C)cn2)OCCCC[C@H](C)Oc2ccc(cc2C1=O)N(C)C
BRD-K55238630,BRD-K55238630,,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)C)OCCCC[C@@H](C)Oc2ccc(NS(=O)(=O)c3ccccc3)cc2C1=O
BRD-K55242988,BRD-K55242988,21917176,Oc1ccc2cccc(CCNC(=O)CBr)c2c1
BRD-K55250441,SULFADOXINE,17134,COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC
BRD-K55251364,BRD-K55251364,54661191,CCC(=O)N1[C@@H]([C@@H](CO)[C@@H]2Cn3c(ccc(-c4ccccc4OC)c3=O)[C@H]12)C(=O)NCCCN(C)C
BRD-K55252655,BRD-K55252655,54654036,CN1[C@H]2CC[C@@H](CC(=O)NCc3ccccc3Cl)O[C@@H]2COc2ccc(NC(=O)Nc3cccc(C)c3)cc2C1=O
BRD-K55256232,BRD-K55256232,,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccccc2)OCCCC[C@H](C)Oc2ccc(NC(=O)CCC(F)(F)F)cc2C1=O
BRD-K55260239,BRD-K55260239,60187283,COc1ccc2c3c([C@H](CO)N(CC4CC4)C[C@]33CN(C3)S(=O)(=O)c3cn(C)cn3)n(C)c2c1
BRD-K55273157,5-FLUOROINDOLE-2-CARBOXYLIC ACID,,OC(=O)c1cc2cc(F)ccc2[nH]1
BRD-K55274006,BRD-K55274006,,Clc1ccc(CCNC(=O)CSc2nnc3ccccn23)cc1
BRD-K55276838,BRD-K55276838,,CNC[C@@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@H]1C)[C@H](C)CO)C#Cc1ccncc1
BRD-K55277887,BRD-K55277887,60189646,OC[C@@H]1[C@@H](c2ccccc2)C2(CN(CC3CCOCC3)C2)N1Cc1cncnc1
BRD-K55279790,BRD-K55279790,,CCCCc1ccc(cc1)-c1csc(n1)C(=C/c1ccc(C)o1)\C#N
BRD-K55282910,BRD-K55282910,54618502,CCCN(C)C[C@H]1Oc2ncc(cc2C(=O)N(C[C@H]1C)[C@@H](C)CO)-c1ccccc1
BRD-K55286161,BRD-K55286161,,Cc1cc(C)nc(Nc2nc3ccccc3s2)n1
BRD-K55286508,BRD-K55286508,,[O-][N+](=O)c1cc(\C=C(/C#N)c2nc3ccccc3[nH]2)c(cc1N1CCOCC1)N1CCOCC1
BRD-K55288106,BRD-K55288106,54651178,OC[C@H]1N(Cc2ccccn2)[C@@H](CN(C)S(C)(=O)=O)[C@H]1c1ccccc1
BRD-K55290744,BRD-K55290744,60187600,COc1ccc2c3c([C@H](CO)NC[C@]33CCN(CC3)C(=O)Nc3ccccc3F)n(C)c2c1
BRD-K55293774,BRD-K55293774,54637716,COc1ccc(CNC(=O)N(C)C[C@H]2OCc3ccccc3-c3ccccc3C(=O)N(C[C@@H]2C)[C@H](C)CO)cc1
BRD-K55295918,BRD-K55295918,56835547,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc3N(C)CCOc3c2)OCc2ccccc2-c2ccccc2C1=O
BRD-K55297678,BRD-K55297678,54654324,CCC(=O)Nc1ccc2OC[C@H]3O[C@@H](CC(=O)Nc4c(F)cccc4F)CC[C@@H]3N(C)C(=O)c2c1
BRD-K55300135,BRD-K55300135,54618326,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccccn2)Oc2cc(ccc2S1(=O)=O)C1=CCCC1
BRD-K55301415,ABIRATERONE,73707387,C[C@]12CC[C@@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]34C)[C@@H]1CC=C2c1cccnc1
BRD-K55308802,BRD-K55308802,54652694,OC[C@H]1[C@@H]2[C@@H](CN(C(=O)c3ccccn3)c3ccccc23)N1C(=O)Nc1ccccc1F
BRD-K55311609,BRD-K55311609,,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccccc2C(F)(F)F)OCc2cnnn2CCCC1=O
BRD-K55313038,BRD-K55313038,54657927,O[C@@H]1COC[C@H]2O[C@H](CC(=O)NC3CCC3)CC[C@@H]2N(C1)C(=O)Nc1ccc(Cl)c(Cl)c1
BRD-K55316222,BRD-K55316222,,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(Oc3ccccc3)cc2)Oc2ccc(NC(=O)c3ccncc3)cc2C1=O
BRD-K55317887,BRD-K55317887,,COc1ccc(NC(=O)Nc2ccc3O[C@@H]4[C@@H](C[C@H](CC(=O)N(C)C)O[C@H]4CO)c3c2)cc1
BRD-K55322029,BRD-K55322029,44484927,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)C)Oc2ccc(NS(=O)(=O)c3ccccc3)cc2C1=O
BRD-K55330917,BRD-K55330917,54664943,CN(C)C(=O)c1cccc(c1)-c1ccc2N[C@@H](CO)[C@H]3CCN(Cc4nccs4)[C@H]3c2c1
BRD-K55331619,BRD-K55331619,54638331,OC[C@H]1O[C@@H](CCn2cc(Cc3ccccc3)nn2)CC[C@H]1NS(=O)(=O)c1ccccc1F
BRD-K55332332,BRD-K55332332,3036461,CSc1ccc(cc1)[C@@H]1CN2CCC[C@@H]2c2ccccc12
BRD-K55340188,BRD-K55340188,60191076,Cc1ccccc1-c1ccc(cc1)[C@@H]1[C@H](CO)N2[C@H]1CN(CC2=O)C(=O)c1ccncc1
BRD-K55341184,BRD-K55341184,60188702,OC[C@H]1[C@@H]([C@@H]2CN(CC(=O)N12)C(=O)c1cccc(F)c1)c1ccc(cc1)C1=CCCC1
BRD-K55341496,BRD-K55341496,54625138,CCC(=O)N(C)C[C@@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@H]1C)[C@H](C)CO)C3=CCCC3
BRD-K55341911,BRD-K55341911,54638841,OC[C@@H]1O[C@@H](CCn2cc(nn2)-c2ccccc2F)CC[C@@H]1NC(=O)c1ccc2OCOc2c1
BRD-K55343182,BRD-K55343182,54618586,C[C@@H](O)C#Cc1cnc2O[C@H](CN(C)C(=O)Cc3ccncc3)[C@@H](C)CN([C@H](C)CO)C(=O)c2c1
BRD-K55343670,BRD-K55343670,,OC[C@@H]1O[C@@H](CC(=O)NCC2CC2)C[C@@H]2[C@H]1Oc1ccc(NC(=O)c3ccc4OCOc4c3)cc21
BRD-K55344148,BU 224,2457,C1CN=C(N1)c1ccc2ccccc2n1
BRD-K55345749,BRD-K55345749,60190005,OC[C@@H]1[C@@H](c2ccccc2)C2(CN(Cc3nccs3)C2)N1C(=O)c1ccccc1
BRD-K55345900,BRD-K55345900,54654275,C[C@@H](NC(=O)C[C@H]1CC[C@H]2[C@@H](COc3ccc(NS(=O)(=O)c4ccc(Cl)cc4)cc3C(=O)N2C)O1)c1ccccc1
BRD-K55346158,BRD-K55346158,,CO[C@@H]1CN(C)C(=O)c2ccc(NC(=O)NC(C)C)cc2OC[C@H](C)NC[C@H]1C
BRD-K55346885,BRD-K55346885,,COc1ccc(CCNC(=O)Cn2c3ccsc3c(=O)n(-c3ccc(F)cc3)c2=O)cc1OC
BRD-K55362990,BRD-K55362990,54654133,CN1[C@@H]2CC[C@@H](CC(=O)NCC3CC3)O[C@H]2COc2ccc(NC(=O)NC3CCCC3)cc2C1=O
BRD-K55367197,BRD-K55367197,,Cc1ccc(cc1)S(=O)(=O)NCC[C@H]1CC[C@@H](NC(=O)c2cnccn2)[C@H](CO)O1
BRD-K55375480,MONENSIN,441145,CC[C@]1(CC[C@@H](O1)[C@]2(C)CC[C@]3(C[C@H](O)[C@@H](C)[C@H](O3)[C@@H](C)[C@@H](OC)[C@H](C)C(=O)O)O2)[C@@H]4O[C@H](C[C@@H]4C)[C@H]5O[C@@](O)(CO)[C@H](C)C[C@@H]5C
BRD-K55380358,BRD-K55380358,54649082,CO[C@H](CN(C)Cc1nccs1)[C@@H](C)CN([C@H](C)CO)S(=O)(=O)c1ccc(C)cc1
BRD-K55381473,BRD-K55381473,54631524,CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)Nc3ccccc3Cl)ccc2OC[C@@H](C)N(C[C@H]1C)S(=O)(=O)CC(F)(F)F
BRD-K55385841,BRD-K55385841,54630363,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccccc2F)Oc3ncc(cc3C1=O)c4ccccc4F
BRD-K55388141,BRD-K55388141,,OC(=O)CCn1cc(C=C2C(=O)NC(=S)NC2=O)c(n1)-c1cc2ccccc2oc1=O
BRD-K55392659,BRD-K55392659,,COC(=O)C[C@H]1O[C@H](CO)[C@@H](NS(=O)(=O)c2ccc(OC)cc2)C=C1
BRD-K55393423,BRD-K55393423,,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)CC2CCOCC2)Oc2ncc(cc2C1=O)-c1cccc(F)c1
BRD-K55395145,PEMETREXED,60843,Nc1nc2[nH]cc(CCc3ccc(cc3)C(=O)N[C@H](CCC(O)=O)C(O)=O)c2c(=O)[nH]1
BRD-K55399138,BRD-K55399138,,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccncc2)Oc2c(cccc2C1=O)N(C)C
BRD-K55402144,BRD-K55402144,,Cc1ccc(cc1)S(=O)(=O)N[C@@H]1C=C[C@@H](CC(O)=O)O[C@H]1CO
BRD-K55410263,BRD-K55410263,,Cn1c2ccc(cc2sc1=NC(=O)c1ccc2OCCOc2c1)S(C)(=O)=O
BRD-K55412727,BRD-K55412727,,Nc1cc2nc[nH]c2cc1N
BRD-K55414200,BRD-K55414200,,CCCN(C)C[C@H]1OCCCC[C@H](C)Oc2ccc(NC(=O)CCC(F)(F)F)cc2C(=O)N(C[C@H]1C)[C@H](C)CO
BRD-K55415928,BRD-K55415928,54618349,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)CN2CCOCC2)Oc2ncc(cc2C1=O)-c1cncnc1
BRD-K55419080,BRD-K55419080,,Cc1cc(=O)oc2cc(OCc3ccc(cc3)C(=O)N3CCN(CC3)c3ccc(cc3)[N+]([O-])=O)ccc12
BRD-K55420858,MIRIN,1206243,NC1=NC(=O)\C(S1)=C\c1ccc(O)cc1
BRD-K55424922,ANPIRTOLINE,65854,Clc1cccc(SC2CCNCC2)n1
BRD-K55426263,BRD-K55426263,60189911,COc1ccc2c3c([C@@H](CO)NC[C@]33CN(CC4CCOCC4)C3)n(C)c2c1
BRD-K55430733,WAY 629,6604933,C1CCc2c(C1)n1CCNCc3cccc2c13
BRD-K55431383,BRD-K55431383,,CCC(=O)n1nc(nc1N)-c1ccc(OC)cc1
BRD-K55432508,BRD-K55432508,54631844,CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)c3cccc(OC)c3)ccc2OC[C@H](C)N(CCc2ccccc2)C[C@@H]1C
BRD-K55434198,BRD-K55434198,54618102,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)Nc2ccc(cc2)C(F)(F)F)Oc2ncc(cc2C1=O)-c1ccc(cc1)C#N
BRD-K55437057,BRD-K55437057,54654493,CN1[C@H]2CC[C@H](CC(=O)NCc3ccc(Cl)cc3)O[C@H]2COc2ccc(NC(=O)Nc3c(C)noc3C)cc2C1=O
BRD-K55442031,BRD-K55442031,60191062,CCCC#Cc1ccc(cc1)[C@H]1[C@@H](CO)N2[C@@H]1CN(CC2=O)C(=O)CN1CCOCC1
BRD-K55446881,BRD-K55446881,54649745,CO[C@H]1CC[C@@H]2CCN(C)C(=O)C[C@H](CN(C)C(=O)c3cccc(C#N)c3OC[C@H]1O2)c1ccccc1
BRD-K55452151,BRD-K55452151,54618737,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)CC2CC2)Oc2cc(ccc2S1(=O)=O)-c1cccc(c1)C#N
BRD-K55453160,BRD-K55453160,,OC[C@H]1O[C@H](CC(=O)N2CCOCC2)C=C[C@@H]1NC(=O)c1cccc(F)c1
BRD-K55454768,TAS 301,9885087,COc1ccc(cc1)C(=C1C(=O)Nc2ccccc12)c1ccc(OC)cc1
BRD-K55459289,BRD-K55459289,,OC[C@H]1O[C@@H](CC(=O)N2CCOCC2)C=C[C@H]1NC(=O)Cc1ccccc1
BRD-K55460824,BRD-K55460824,,C[C@@H](NC(=O)C[C@H]1O[C@H](CO)[C@@H](NS(=O)(=O)c2cccc(F)c2)C=C1)c1ccccc1
BRD-K55461955,BRD-K55461955,46903782,CC(C)NC(=O)N(C)C[C@H]1OCCCC[C@H](C)Oc2ccc(NC(=O)NC3CCCCC3)cc2C(=O)N(C[C@@H]1C)[C@H](C)CO
BRD-K55462201,AM-404,6604822,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)Nc1ccc(O)cc1
BRD-K55465787,BRD-K55465787,,OC[C@@H]1O[C@@H](CC(=O)NCC2CC2)C[C@@H]2[C@H]1Oc1ccc(NC(=O)C3CCC3)cc21
BRD-K55467482,BRD-K55467482,60185280,Cc1cccc(c1)S(=O)(=O)N1C[C@H]2N[C@@H](C1)[C@@H]2c1ccc(cc1)-c1cncnc1
BRD-K55468218,SPIPERONE,5265,Fc1ccc(cc1)C(=O)CCCN1CCC2(CC1)N(CNC2=O)c1ccccc1
BRD-K55473186,YL-61,73707442,CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCC(O)=O)NC(=O)CCNC(C)=O)C(=O)N[C@]1(C)CCC\C=C/CCC[C@@](C)(NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CS)NC(=O)[C@H](CC(C)C)NC1=O)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CO)C(=O)N[C@@H]([C@@H](C)O)C(N)=O
BRD-K55478147,ISONICOTINOHYDROXAMIC-ACID,72967,ONC(=O)c1ccncc1
BRD-K55478267,BRD-K55478267,,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)S(C)(=O)=O)Oc2cc(ccc2S1(=O)=O)-c1ccc(F)cc1
BRD-K55478468,BRD-K55478468,,CCn1cnc2sc(C(=O)N(Cc3ccco3)Cc3ccc(cc3)N(C)C)c(C)c2c1=O
BRD-K55479099,BRD-K55479099,,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)CC2CC2)Oc2ccc(NS(=O)(=O)c3ccc(Cl)cc3)cc2C1=O
BRD-K55482336,BRD-K55482336,54618862,CCCC#Cc1cnc2O[C@H](CN(C)Cc3ccccc3F)[C@@H](C)CN([C@H](C)CO)C(=O)c2c1
BRD-K55487965,BRD-K55487965,44142137,Cn1nnnc1Sc2ncnc3scc(c4ccccc4Cl)c23
BRD-K55489373,BRD-K55489373,,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C)OCCCC[C@@H](C)Oc2ccc(NS(=O)(=O)c3ccc(C)cc3)cc2C1=O
BRD-K55490017,BRD-K55490017,,CCCNC(=O)C[C@H]1C[C@@H]2[C@@H](Oc3ccc(NS(=O)(=O)c4cccc(OC)c4)cc23)[C@H](CO)O1
BRD-K55494798,BRD-K55494798,,COC(=O)c1c[nH]nc1N=C(S)Nc1ccc(Cl)c(Cl)c1
BRD-K55498981,ST-022313,728578,CCOC(=O)CCc1n[nH]c(=O)[nH]c1=O
BRD-K55501011,BRD-K55501011,,COc1ccc2S\C(N(C)c2c1)=C1/SC(=NCc2ccccc2)N(CC=C)C1=O
BRD-K55502647,BRD-K55502647,18580220,COc1ccccc1Nc2nc(nc(n2)N3CCOCC3)N4CCOCC4
BRD-K55504273,BRD-K55504273,54618909,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Cc2ccncc2)Oc2cc(ccc2S1(=O)=O)C1=CCCCC1
BRD-K55505527,BRD-K55505527,,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccncc2)Oc2ccc(cc2C1=O)N(C)C
BRD-K55507662,BRD-K55507662,54665060,OC[C@H]1Nc2ccc(cc2[C@H]2[C@@H]1CCN2C(=O)C1CCOCC1)-c1cccc(F)c1
BRD-K55508908,BRD-K55508908,,CO[C@@H]1CN(C)C(=O)c2cc(NS(C)(=O)=O)ccc2OC[C@H](C)N(C[C@H]1C)C(=O)CC1CC1
BRD-K55510118,BRD-K55510118,,COc1ccccc1CNC(=O)C[C@@H]1C[C@H]2[C@H](Oc3ccc(cc23)NS(C)(=O)=O)[C@H](CO)O1
BRD-K55518911,BRD-K55518911,,CO[C@H]1CN(C)C(=O)c2cc(NC(C)=O)ccc2OC[C@@H](C)N(Cc2cccnc2)C[C@H]1C
BRD-K55522699,BRD-K55522699,54618387,C\C=C\c1cnc2O[C@@H](CN(C)S(=O)(=O)c3cn(C)cn3)[C@H](C)CN([C@H](C)CO)C(=O)c2c1
BRD-K55522920,BRD-K55522920,54648993,CO[C@H](CN(C)S(=O)(=O)c1ccc(C)cc1)[C@@H](C)CN(Cc1ccccc1Cl)[C@@H](C)CO
BRD-K55529781,FUREGRELATE,,OC(=O)c1cc2cc(Cc3cccnc3)ccc2o1
BRD-K55530850,BRD-K55530850,,CCn1c(SCC(=O)Nc2nc(cs2)-c2ccccc2)nnc1-c1ccccc1
BRD-K55533488,BRD-K55533488,71576758,C[C@@H]1CC(=O)NN=C1c1ccc(cc1)N1CCOCC1
BRD-K55536701,BRD-K55536701,23836210,C[C@H]1[C@@H]([C@@H](CCO)O[C@]12C(=O)N(CC=C)c3ccc(cc32)N4C(=O)c5ccccc5Oc6ccccc46)[Si](C)(C)F
BRD-K55538850,BRD-K55538850,,OC[C@@H]1O[C@@H](CC(=O)NCC2CC2)C[C@@H]2[C@H]1Oc1ccc(NC(=O)NC3CCCC3)cc21
BRD-K55543534,BRD-K55543534,54651286,CCN(C[C@@H]1[C@H]([C@H](CO)N1C(=O)COC)c1ccccc1)S(C)(=O)=O
BRD-K55545301,BRD-K55545301,,Cc1cccc2c(C)cc(SCCC(O)=O)nc12
BRD-K55557659,BRD-K55557659,44634539,Cn1cc(c2ccccc12)P(=S)(c1ccccc1)c1ccccc1
BRD-K55560514,BRD-K55560514,,CC(C)(C)NN=C(S)Nc1cccc(c1)C(F)(F)F
BRD-K55561254,BRD-K55561254,54657593,O[C@H]1CN[C@H]2CC[C@H](CC(=O)NCc3ccc4OCOc4c3)O[C@@H]2COC1
BRD-K55562948,BRD-K55562948,,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)c2ccccc2)OCCCC[C@@H](C)Oc2ccc(NC(=O)c3ccncc3)cc2C1=O
BRD-K55567017,FORMONONETIN,,COc1ccc(cc1)-c1coc2cc(O)ccc2c1=O
BRD-K55569103,BRD-K55569103,56835594,COCCNC(=O)c1cc2CN([C@H](CCO)c2c(n1)c3cccc(c3)c4cccc(F)c4)S(=O)C(C)(C)C
BRD-K55569739,BRD-K55569739,54666543,COc1ccc(NC(=O)N2CCCCN3[C@H](CO)[C@H]([C@H]3C2)c2ccc(cc2)-c2ccccc2F)cc1
BRD-K55578148,BRD-K55578148,54639059,N[C@H]1CC[C@@H](CCn2cc(nn2)-c2ccccn2)O[C@H]1CO
BRD-K55581069,BRD-K55581069,,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)C)OCCCC[C@@H](C)Oc2ccc(cc2C1=O)N(C)C
BRD-K55584718,BRD-K55584718,,Cn1cnc(c1)S(=O)(=O)N[C@H]1C=C[C@H](CC(=O)Nc2ccc(cc2)-c2ccccc2)O[C@H]1CO
BRD-K55588166,BRD-K55588166,44487544,CC(C)NC(=O)Nc1ccc2O[C@H](C)CCCCO[C@@H](CN(C)C(=O)Nc3ccccc3)[C@H](C)CN([C@@H](C)CO)C(=O)c2c1
BRD-K55591206,EPIGALLOCATECHIN,65064,Oc1cc(O)c2C[C@@H](OC(=O)c3cc(O)c(O)c(O)c3)[C@H](Oc2c1)c4cc(O)c(O)c(O)c4
BRD-K55596430,BRD-K55596430,54657562,O[C@H]1COC[C@@H]2O[C@@H](CC(=O)N3CCCCC3)CC[C@H]2N(C1)S(=O)(=O)c1cccc(Cl)c1
BRD-K55597137,BRD-K55597137,54638624,CN1CCN(CC1)C(=O)C[C@@H]1O[C@@H](CO)[C@H](NC(=O)Nc2ccccc2F)C=C1
BRD-K55598155,BRD-K55598155,,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C)OCCCC[C@@H](C)Oc2ccc(NC(=O)CCCN(C)C)cc2C1=O
BRD-K55599425,BRD-K55599425,,Cc1ccc(cc1)-c1cc(C#N)c(=O)n(Cc2c(Cl)cccc2Cl)c1
BRD-K55604008,BRD-K55604008,,Sc1nc2cc(Br)c[nH]c2n1
BRD-K55612106,BRD-K55612106,,CCOc1cc(cc(Br)c1OC)C(=O)Nc1ccc(F)cc1
BRD-K55612480,BRD-K55612480,44498603,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)CC2CCCCC2)OCCCC[C@@H](C)Oc3ccc(NC(=O)NC4CCCCC4)cc3C1=O
BRD-K55621929,BRD-K55621929,,CSc1nnc(-c2cc3ccccc3cc2O)n1C
BRD-K55623459,BRD-K55623459,54669290,CN(C)C(=O)c1ccc(cc1)-c1ccc(cc1)[C@@H]1[C@H](CO)N2CCCCN(CC3CCOCC3)C[C@@H]12
BRD-K55624132,BRD-K55624132,54649141,CO[C@H](CN(C)C(=O)c1ccc2OCOc2c1)[C@H](C)CN([C@@H](C)CO)S(=O)(=O)c1ccc(C)cc1
BRD-K55627667,BRD-K55627667,,CC(C)NC(=O)NCC[C@H]1CC[C@H](NC(=O)c2ccc(F)cc2)[C@@H](CO)O1
BRD-K55630727,BRD-K55630727,17564913,CN(C)c1nc(N)nc(CSc2nnnn2-c2ccc(Cl)cc2)n1
BRD-K55630970,BRD-K55630970,44483837,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(cc2)C(F)(F)F)Oc3ccc(NC(=O)Cc4ccccc4)cc3CC1=O
BRD-K55633328,BRD-K55633328,54652593,COCC(=O)N1[C@@H](CO)[C@@H]2[C@H]1CN(C)c1ccccc21
BRD-K55637053,BRD-K55637053,,CC(=O)Nc1nc(C)c(s1)-c1csc(Nc2cccc(c2)[N+]([O-])=O)n1
BRD-K55637344,BRD-K55637344,54631971,CO[C@H]1CN(C)C(=O)c2ccc(NC(C)=O)cc2OC[C@@H](C)N(Cc2ccccc2F)C[C@H]1C
BRD-K55638368,BRD-K55638368,,CC(C)Cn1c2ncn(CCN3CCOCC3)c(=O)c2c2nc3ccccc3nc12
BRD-K55640577,BRD-K55640577,54651367,COCCN(C[C@H]1[C@@H]([C@H](CO)N1C(C)=O)c1ccccc1)C(=O)c1cccnc1
BRD-K55640612,BRD-K55640612,44496350,CC(C)NC(=O)Nc1ccc2O[C@H](CN(C)S(=O)(=O)c3ccccc3)[C@H](C)CN([C@@H](C)CO)C(=O)Cc2c1
