pert_id,pert_iname,pubchem_cid,SMILES
BRD-K54674709,BRD-K54674709,25243787,Cc1cc2n(C)c3c(=O)n(ncc3c2s1)c4ccccc4
BRD-K54676281,BRD-K54676281,54618829,COc1ccc(NC(=O)N(C)C[C@H]2Oc3cc(ccc3S(=O)(=O)N(C[C@H]2C)[C@@H](C)CO)C#CCC(C)C)cc1
BRD-K54686062,BRD-K54686062,,COCCN(C(=O)\C=C\c1ccccc1)c1nnc(s1)-c1cccnc1
BRD-K54687541,BRD-K54687541,45382271,CC(C)Cn1c(=O)cc([nH]c1=O)N1CCN(CC1)c1cccc(c1)C(F)(F)F
BRD-K54694318,BRD-K54694318,,CN(C)c1ccc(cc1)C(=O)OCC(=O)NC1CCCCCC1
BRD-K54694941,BRD-K54694941,,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)C2CCCCC2)OCCCC[C@@H](C)Oc2ccc(NC(=O)c3ccncc3)cc2C1=O
BRD-K54704028,BAY 36-7620,9903757,C=C1C[C@@H]2COC(=O)[C@]2(Cc2ccc3ccccc3c2)C1
BRD-K54708045,NTZDPA,9954280,OC(=O)c1n(Cc2ccc(Cl)cc2)c2ccc(Cl)cc2c1Sc1ccccc1
BRD-K54710378,BRD-K54710378,,COc1ccccc1[C@H]1[C@@H](N(N=C1c1cccc(Cl)c1)c1ccc(Br)cc1)C(=O)N1CCOC1=O
BRD-K54711075,BRD-K54711075,54652456,OC[C@@H]1[C@H]2[C@H](CN(c3ccccc23)S(=O)(=O)c2ccccc2F)N1C(=O)CC1CC1
BRD-K54712090,BRD-K54712090,,Cc1ccc(cc1)S(=O)(=O)N[C@H]1C=C[C@@H](CC(=O)NCc2ccccc2F)O[C@H]1CO
BRD-K54722259,BRD-K54722259,,CCOc1ccc(cc1OCC)-c1nnc(o1)-c1ccco1
BRD-K54725510,BRD-K54725510,,[O-][N+](=O)c1ccc-2c(c1)C(=O)c1cccnc-21
BRD-K54728231,ENDECAPHYLLIN-X,6710740,O[C@@H]1O[C@H](COC(=O)CC[N+](=O)[O-])[C@@H](OC(=O)CC[N+](=O)[O-])[C@H](OC(=O)CC[N+](=O)[O-])[C@H]1OC(=O)CC[N+](=O)[O-]
BRD-K54729176,SUBEROYL-BIS-HYDROXAMIC-ACID,5173,ONC(=O)CCCCCCC(=O)NO
BRD-K54729370,BRD-K54729370,54645880,COc1ccc(NC(=O)Nc2ccc3O[C@H]4[C@H](C[C@@H](CC(=O)NCC(F)(F)F)O[C@H]4CO)c3c2)cc1
BRD-K54730162,BRD-K54730162,54615059,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)CC2CC2)OCCCC[C@H](C)Oc3ccc(NC(=O)c4ccccc4)cc3C1=O
BRD-K54732353,BRD-K54732353,,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)S(=O)(=O)c2ccc(F)cc2)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21
BRD-K54733859,BRD-K54733859,,CN(C)c1ccc(CNC(=O)CN(C)S(=O)(=O)c2cccc3cccnc23)cc1
BRD-K54735832,BRD-K54735832,54618955,CNC[C@@H]1Oc2ncc(\C=C\c3ccccc3)cc2C(=O)N(C[C@H]1C)[C@H](C)CO
BRD-K54737430,BRD-K54737430,54646715,OC[C@@H]1O[C@@H](CC(=O)NCc2ccc(Cl)cc2)C[C@@H]2[C@H]1Oc1ccc(NC(=O)CC3CC3)cc21
BRD-K54742099,BRD-K54742099,,Cc1ccc(cc1)S(=O)(=O)N[C@@H]1CC[C@H](CCNC(=O)C2CCCCC2)O[C@@H]1CO
BRD-K54743934,BRD-K54743934,54654002,COC(=O)C[C@H]1CC[C@H]2[C@@H](COc3ccc(NC(=O)c4cncs4)cc3C(=O)N2C)O1
BRD-K54751293,BRD-K54751293,,CN(C)S(=O)(=O)c1ccc(C)c(NC(S)=NNC(=O)C(N)=O)c1
BRD-K54751614,BRD-K54751614,,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(cc2)C(O)=O)Oc2ccc(cc2CC1=O)N(C)C
BRD-K54752947,BRD-K54752947,,CNC[C@@H]1OCCCC[C@H](C)Oc2ccc(NC(=O)Nc3c(C)noc3C)cc2C(=O)N(C[C@@H]1C)[C@@H](C)CO
BRD-K54756845,BRD-K54756845,54617021,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)CC2CCCCC2)OCCCC[C@@H](C)Oc3ccc(NS(=O)(=O)c4ccc(C)cc4)cc3C1=O
BRD-K54759182,DOSULEPIN,5284550,CN(C)CC\C=C1/c2ccccc2CSc2ccccc12
BRD-K54768399,BRD-K54768399,,CCc1cc2c3CCCCc3c(=O)oc2cc1OCC(=O)OC
BRD-K54769228,BRD-K54769228,,OC[C@H]1O[C@@H](CC(=O)NCc2cccc(F)c2)C[C@H]2[C@@H]1Oc1ccc(NS(=O)(=O)c3ccc(F)cc3)cc21
BRD-K54770957,ETORICOXIB,123619,Cc1ccc(cn1)-c1ncc(Cl)cc1-c1ccc(cc1)S(C)(=O)=O
BRD-K54771420,GLYCOCHOLIC ACID,10140,C[C@H](CCC(=O)NCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C
BRD-K54772617,BRD-K54772617,,CN1CCN(CC1)C(=O)C[C@@H]1C[C@@H]2[C@@H](Oc3ccc(NC(=O)CC4CC4)cc23)[C@H](CO)O1
BRD-K54774983,BRD-K54774983,,CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)Nc3ccccc3OC)ccc2OC[C@H](C)NC[C@H]1C
BRD-K54776285,BRD-K54776285,,Cc1c(Nc2c3ccccc3nc3ccccc23)c(=O)n(-c2ccccc2)n1C
BRD-K54785440,BRD-K54785440,54649781,CO[C@H]1CC[C@H]2CCN(C)C(=O)C[C@H](CN(C)C(=O)c3cc(ccc3OC[C@H]1O2)C#N)c1ccccc1
BRD-K54785691,BRD-K54785691,,COC(=O)C[C@@H]1C[C@H]2[C@H](Oc3ccc(cc23)N(C)C)[C@H](CO)O1
BRD-K54788330,BRD-K54788330,,CCCNC(=O)Nc1ccc2c(OC[C@@H](C)N(C)C[C@H](C)[C@@H](CN(C)C2=O)OC)c1
BRD-K54789622,BRD-K54789622,54618543,COc1ccccc1C#Cc1cnc2O[C@@H](CN(C)S(=O)(=O)c3cn(C)cn3)[C@@H](C)CN([C@H](C)CO)C(=O)c2c1
BRD-K54790089,BRD-K54790089,,OC[C@@H]1O[C@@H](CC(=O)NCc2ccc(cc2)-c2ccccc2)C=C[C@H]1NC(=O)CC1CC1
BRD-K54790157,TRIOXYSALEN,5585,Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1
BRD-K54791528,BRD-K54791528,60189807,OC[C@H]1[C@@H](c2ccccc2)C2(CN(C2)C(=O)c2cccc(F)c2)N1C(=O)C1CCCCC1
BRD-K54792609,BRD-K54792609,54639047,COc1cccc(CNC(=O)C[C@H]2CC[C@@H](NC(C)=O)[C@H](CO)O2)c1
BRD-K54801580,BRD-K54801580,60191227,OC[C@H]1[C@H]([C@@H]2CNCC(=O)N12)c1ccc(Br)cc1
BRD-K54805796,BRD-K54805796,54649446,CC(C)(C)[S@](=O)N1Cc2cc(nc(c2[C@@H]1CCO)-c1cccc(c1)-c1ccc(cc1)C#N)C(=O)NCCN1CCCC1
BRD-K54814515,BRD-K54814515,,Cc1ccn2c(C=NOCc3cccc(F)c3)c(nc2c1)-c1ccc(Cl)cc1
BRD-K54818574,BRD-K54818574,,COc1cc(C=NNc2nn3cnnc3c3ccccc23)ccc1O
BRD-K54820232,BRD-K54820232,,CCCNC(=O)N1C[C@H](C)[C@H](CN(C)C(=O)c2ccc(NC(=O)CC)cc2OC[C@H]1C)OC
BRD-K54822214,BRD-K54822214,44490807,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)S(=O)(=O)c2ccc(Cl)cc2)Oc3c(NC(=O)NC4CCCCC4)cccc3C1=O
BRD-K54822582,BRD-K54822582,54646708,CS(=O)(=O)Nc1ccc2O[C@@H]3[C@@H](C[C@H](CC(=O)NCC4CC4)O[C@@H]3CO)c2c1
BRD-K54834493,BRD-K54834493,44505257,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(C)cc2)OCc2cn(CCCC1=O)nn2
BRD-K54836449,BRD-K54836449,,CO[C@@H]1CN(C)C(=O)c2ccc(NC(=O)c3cnccn3)cc2OC[C@@H](C)N(C)C[C@H]1C
BRD-K54837058,BRD-K54837058,,C\C=C\c1ccc2c(O[C@H](CN(C)C(=O)c3cnccn3)[C@@H](C)CN([C@@H](C)CO)S2(=O)=O)c1
BRD-K54837534,BRD-K54837534,54623073,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccncc2)Oc3ncc(cc3C1=O)C4=CCCCC4
BRD-K54839019,BRD-K54839019,,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)C2CCCCC2)OCCCC[C@H](C)Oc2ccc(NS(C)(=O)=O)cc2C1=O
BRD-K54839171,BRD-K54839171,54649519,CO[C@H]1CC[C@@H]2CCN(C)C(=O)[C@@H](C)[C@@H](CN(C)C(=O)c3cc(ccc3OC[C@@H]1O2)C#N)OC
BRD-K54839924,BRD-K54839924,,Oc1nc(nc2n(Cc3ccccc3Cl)nnc12)C1CCN(CC1)C(=O)Cc1cccs1
BRD-K54842031,BRD-K54842031,,Fc1ccc(C=NN=C(S)Nc2cccnc2)cc1
BRD-K54850621,BRD-K54850621,,COc1ccccc1-c1cc(nc(n1)S(=O)(=O)CCCC(=O)Nc1cc(C)on1)C(F)(F)F
BRD-K54854617,BRD-K54854617,,O=C(COc1ccccc1C#N)Nc1c(oc2ccccc12)C(=O)C1CC1
BRD-K54857179,BRD-K54857179,,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)S(=O)(=O)c2ccccc2)Oc2ncc(cc2C1=O)-c1cccc(c1)C(=O)N(C)C
BRD-K54857308,BRD-K54857308,54618855,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2ccc(C)cc2)Oc2cc(ccc2S1(=O)=O)C#Cc1ccncc1
BRD-K54861624,BRD-K54861624,,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)S(=O)(=O)c2ccc(cc2)C#N)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21
BRD-K54862370,BRD-K54862370,,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)S(=O)(=O)c2cccc(C)c2)OCc2ccccc2-c2ccccc2C1=O
BRD-K54864501,BRD-K54864501,44505850,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)Nc2cccc3ccccc23)OCc2cnnn2CCCC1=O
BRD-K54872884,BRD-K54872884,,CCOc1cc(ccc1OCC(=O)Nc1ccc(C)c(C)c1)C=NNC(=O)Cc1ccccc1
BRD-K54874587,BRD-K54874587,,CCOC(=O)c1c(NC(=O)CSc2ncccn2)sc2CN(Cc3ccccc3)CCc12
BRD-K54876931,BRD-K54876931,56835530,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)c2ccncc2)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21
BRD-K54877231,BRD-K54877231,60189319,OC[C@@H]1[C@H]([C@@H]2CNCC(=O)N12)c1ccc(cc1)C1=CCCC1
BRD-K54879095,BRD-K54879095,,CC(C)[C@@H](C)NC(=O)N(C)C[C@H]1OCc2ccccc2-c2c(C(=O)N(C[C@@H]1C)[C@H](C)CO)n(C)c1ccccc21
BRD-K54881917,BRD-K54881917,,CO[C@@H]1CN(C)C(=O)c2ccc(NS(=O)(=O)CC(F)(F)F)cc2OC[C@H](C)N(C)C[C@@H]1C
BRD-K54882013,BRD-K54882013,,CCN1CCCc2cc(CN(CCN3CCOCC3)C(S)=Nc3ccccc3C)ccc12
BRD-K54884347,BRD-K54884347,,CCCOC(=O)c1ccc(NC(=O)c2c(Cl)ccc(Cl)c2OC)cc1
BRD-K54885483,BRD-K54885483,44486356,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)OCc2ccccc2)OCc2cn(CCCC1=O)nn2
BRD-K54889769,BRD-K54889769,56835224,COc1cccc(c1)S(=O)(=O)N(C)C[C@@H]1OCc2ccccc2-c2ccccc2C(=O)N(C[C@@H]1C)[C@@H](C)CO
BRD-K54894818,BRD-K54894818,,N#Cc1c(nc(N2CCCCC2)c2CN(CCc12)C1CCCCC1)N1CCOCC1
BRD-K54898768,BRD-K54898768,,Cc1c(O)c(=O)ccn1Cc1ccccc1
BRD-K54898824,BRD-K54898824,,Cc1noc(C)c1NC(=O)NCC[C@H]1CC[C@H](NC(=O)Cc2cccnc2)[C@@H](CO)O1
BRD-K54901885,BRD-K54901885,,CC(C)NC(=O)N[C@@H]1C=C[C@H](CC(=O)N2CCCCC2)O[C@H]1CO
BRD-K54903189,BRD-K54903189,,COCC(=O)Nc1ccc2c(OC[C@@H](C)N(C[C@H](C)[C@H](CN(C)C2=O)OC)C(C)=O)c1
BRD-K54903703,BRD-K54903703,,COCC(=O)Nc1ccc2OC[C@@H](C)N(Cc3ccccc3OC)C[C@@H](C)[C@@H](CN(C)C(=O)c2c1)OC
BRD-K54906270,6-METHOXYHARMALAN,5474706,COc1ccc2[nH]c3c(CCN=C3C)c2c1
BRD-K54916924,BRD-K54916924,44487378,COc1ccc(CN(C)C[C@@H]2Oc3c(NS(=O)(=O)C)cccc3C(=O)N(C[C@@H]2C)[C@@H](C)CO)cc1
BRD-K54922310,BRD-K54922310,,CCCNC(=O)N(C)C[C@H]1Oc2ncc(cc2C(=O)N(C[C@@H]1C)[C@@H](C)CO)C#CC1(O)CCCC1
BRD-K54922437,BRD-K54922437,,Cc1ccc2nc(cn2c1)-c1ccc(cc1)S(=O)(=O)N1CCCCC1
BRD-K54925167,BRD-K54925167,44483750,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccncc2)Oc3c(NC(=O)Nc4c(C)noc4C)cccc3C1=O
BRD-K54925224,BRD-K54925224,,COc1ccc(CNC(=O)C[C@@H]2CC[C@@H](NC(=O)c3cccc(F)c3)[C@@H](CO)O2)cc1
BRD-K54930318,BRD-K54930318,54651433,COCC(=O)N(C[C@@H]1[C@H]([C@H](CO)N1C(=O)NC(C)C)c1ccccc1)C(C)C
BRD-K54931539,BRD-K54931539,,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)NC2CCCCC2)Oc2ccc(NC(=O)c3ccncc3)cc2CC1=O
BRD-K54934070,BRD-K54934070,,OC[C@H]1O[C@H](CC(=O)N2CCN(CC2)c2ccccc2)C=C[C@@H]1NS(=O)(=O)c1ccc(F)cc1
BRD-K54935014,BRD-K54935014,54618155,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)S(=O)(=O)c2ccccc2F)Oc2cc(ccc2S1(=O)=O)-c1ccncc1
BRD-K54937281,BRD-K54937281,,Clc1ccc(cc1)CC(=O)ONC(=N)c1ccccn1
BRD-K54939987,BRD-K54939987,,COc1ccc(C=O)cc1CSc1ncccc1C(O)=O
BRD-K54945117,BRD-K54945117,60191241,OC[C@@H]1[C@@H]([C@@H]2CN(CC(=O)N12)C(=O)NC1CCCC1)c1ccc(cc1)C1=CCCCC1
BRD-K54948591,BRD-K54948591,,CNC[C@H]1Oc2ccc(NC(=O)NC3CCCCC3)cc2CC(=O)N(C[C@H]1C)[C@H](C)CO
BRD-K54956860,BRD-K54956860,,CCCN(C)C[C@H]1OCCCC[C@@H](C)Oc2ccc(NC(=O)Cc3ccccc3)cc2C(=O)N(C[C@H]1C)[C@H](C)CO
BRD-K54963811,BRD-K54963811,,Clc1ccc2nc3c(cccn3c(=O)c2c1)C(=O)N1CCOCC1
BRD-K54964414,BRD-K54964414,54638415,OC[C@@H]1O[C@H](CC(=O)NCC(F)(F)F)C=C[C@@H]1NC(=O)CC1CC1
BRD-K54964687,BRD-K54964687,,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)C)OCCCC[C@@H](C)Oc2ccc(NC(=O)C3CCCCC3)cc2C1=O
BRD-K54971989,BRD-K54971989,54646265,OC[C@H]1O[C@@H](CC(=O)NCCN2CCCCC2)C[C@@H]2[C@H]1Oc1ccc(NC(=O)Nc3ccccc3)cc21
BRD-K54972173,BRD-K54972173,54631885,CCCC(=O)Nc1ccc2OC[C@@H](C)N(Cc3nccs3)C[C@H](C)[C@H](CN(C)C(=O)c2c1)OC
BRD-K54978501,PIVMECILLINAM,73707477,CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2[C@@H](SC1(C)C)[C@H](N=CN1CCCCCC1)C2=O
BRD-K54979104,BRD-K54979104,,CCOC(=O)CC(=NNc1ncnc2ccccc12)c1ccccc1
BRD-K54980807,BRD-K54980807,54639005,OC[C@@H]1O[C@@H](CCNC(=O)CN2CCOCC2)CC[C@@H]1NS(=O)(=O)c1ccc(F)cc1
BRD-K54986816,BRD-K54986816,54630687,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccccn2)Oc3cc(ccc3S1(=O)=O)C4=CCCCC4
BRD-K54987996,CAY-10578,4462449,OC(=O)CN1C(=O)c2c(C1=O)c(I)c(I)c(I)c2I
BRD-K55000729,BRD-K55000729,,Cn1nc(nc1Sc1cccc2cccnc12)[N+]([O-])=O
BRD-K55004655,BRD-K55004655,54652471,OC[C@@H]1[C@H]2[C@H](CN(C(=O)Cc3ccccc3)c3ccccc23)N1S(=O)(=O)c1ccccc1
BRD-K55009937,BRD-K55009937,54657881,COc1cccc(c1)S(=O)(=O)N1C[C@H](O)COC[C@H]2O[C@@H](CC(=O)NCCCN3CCOCC3)CC[C@H]12
BRD-K55010869,BRD-K55010869,44487402,CNC[C@@H]1OCCCC[C@@H](C)Oc2ccc(NS(=O)(=O)c3cccs3)cc2C(=O)N(C[C@@H]1C)[C@H](C)CO
BRD-K55011281,BRD-K55011281,,COc1ccccc1-c1cn(CC[C@H]2CC[C@@H](NC(=O)C3CCOCC3)[C@H](CO)O2)nn1
BRD-K55013500,BRD-K55013500,54638305,OC[C@H]1O[C@H](CCNS(=O)(=O)c2ccccc2Cl)CC[C@H]1NC(=O)Cc1cccnc1
BRD-K55018894,BRD-K55018894,,COCCNC(=O)C[C@H]1O[C@@H](CO)[C@@H](NC(=O)NC2CCCC2)C=C1
BRD-K55025062,BRD-K55025062,44486964,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Oc2ccc(C)cc2)OCc2cn(CCCC1=O)nn2
BRD-K55030454,BRD-K55030454,54652586,CCCC(=O)N1C[C@H]2[C@H]([C@@H](CO)N2C(=O)Nc2ccc(F)cc2)c2ccccc12
BRD-K55034111,PEFLOXACIN,119525,CCn1cc(C(O)=O)c(=O)c2cc(F)c(cc12)N1CCN(C)CC1
BRD-K55034844,BRD-K55034844,53338827,COc1cc(cc(OC)c1OC)-c1csc(n1)N1CCC(CC1)C(N)=O
BRD-K55035262,BRD-K55035262,44485058,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)c2ccccc2)OCc2cn(CCCC1=O)nn2
BRD-K55038865,BRD-K55038865,54649341,COCCNC(=O)c1cc2CN([C@H](CCO)c2c(n1)-c1cccc(c1)C1=CCCC1)[S@](=O)C(C)(C)C
BRD-K55044152,BRD-K55044152,,OC[C@H]1O[C@@H](CC(=O)Nc2nccs2)C=C[C@H]1NC(=O)C1CC1
BRD-K55044200,AMOXICILLIN,33613,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O
BRD-K55048290,BRD-K55048290,,O=C(Cn1cc(C(=O)COc2ccccc2)c2ccccc12)NCc1ccco1
BRD-K55053106,BRD-K55053106,,CNC[C@@H]1Oc2ccc(NC(=O)C3CCCCC3)cc2C(=O)N(C[C@H]1C)[C@H](C)CO
BRD-K55055560,BRD-K55055560,60191266,OC[C@H]1[C@@H]([C@H]2CN(CC(=O)N12)C(=O)CC1CC1)c1ccc(\C=C\c2ccccc2)cc1
BRD-K55055802,BRD-K55055802,667484,CCOC(=O)c1cncn1[C@H](C)c2ccccc2
BRD-K55056716,BRD-K55056716,,C=CCn1c(COc2ccc(F)cc2)nnc1SCC(=O)Nc1cccc(c1)S(N)(=O)=O
BRD-K55063619,BRD-K55063619,,Cc1cccc(C)c1N=C(S)NCCCN1CCCC1=O
BRD-K55065943,BRD-K55065943,54638613,OC[C@@H]1O[C@@H](CCNC(=O)Nc2ccc(cc2)C(F)(F)F)CC[C@H]1NC(=O)c1cccnc1
BRD-K55069932,BRD-K55069932,60191423,OC[C@@H]1[C@@H]([C@@H]2CN(CC(=O)N12)C(=O)C1CCOCC1)c1ccc(cc1)-c1cccnc1
BRD-K55070890,THIOTHIXENE,6444849,CN(C)S(=O)(=O)c1ccc2Sc3ccccc3\C(=C\CCN3CCNCC3)c2c1
BRD-K55071917,BRD-K55071917,23806752,COCCCNC(=O)[C@]1(Cc2ccccc2CN=[N+]=[N-])N=C(O[C@@H]1c3ccccc3N=[N+]=[N-])c4ccc(OCCCO)cc4
BRD-K55072060,BRD-K55072060,,Cc1ccc(NC(=O)CSc2ncn(n2)-c2ccccc2)cc1C
BRD-K55073475,BRD-K55073475,44501798,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(Cl)c(Cl)c2)OCCCC[C@@H](C)Oc3ccc(cc3C1=O)N(C)C
BRD-K55077180,BRD-K55077180,44489027,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccncc2)Oc3ccc(NC(=O)Cc4cn(C)c5ccccc45)cc3C1=O
BRD-K55078218,BRD-K55078218,54639145,OC[C@H]1O[C@@H](CC(=O)N2CCN(CC2)c2ccccc2)C=C[C@H]1NC(=O)c1ccncc1
BRD-K55078657,BRD-K55078657,,COC(=O)c1ccc(NN=Nc2ccc(cc2)C(=O)OC)cc1
BRD-K55082119,BRD-K55082119,54645848,OC[C@H]1O[C@H](CC(=O)NCc2cccnc2)C[C@H]2[C@@H]1Oc1ccc(NS(=O)(=O)c3ccc(F)cc3)cc21
BRD-K55082668,BRD-K55082668,54654200,CN1[C@H]2CC[C@@H](CC(=O)NCc3ccc(cc3)-c3ccccc3)O[C@H]2COc2ccc(NC(=O)Cc3cccs3)cc2C1=O
BRD-K55093794,BRD-K55093794,60190028,COc1ccc2c3c([nH]c2c1)[C@@H](CO)N(C[C@]31CCN(CC1)S(C)(=O)=O)C(=O)C1CCOCC1
BRD-K55100062,BRD-K55100062,54649318,CO[C@H](CN(C)S(=O)(=O)c1cccc(Cl)c1)[C@@H](C)CN([C@H](C)CO)S(=O)(=O)c1ccc(Cl)cc1
BRD-K55104181,BRD-K55104181,,CCOc1ccccc1NC(=O)Nc1ccc(Cl)cc1
BRD-K55105453,BRD-K55105453,,Fc1cccc(CSCC(=O)N2CCN(CC2)c2ccccc2)c1
BRD-K55106539,BRD-K55106539,54661413,COC(=O)[C@@H]1[C@@H](CO)[C@@H]2Cn3c(=O)c(ccc3[C@@H]2N1C(=O)C1CCC1)-c1ccc(F)cc1
BRD-K55106630,DIENESTROL,667476,CC=C(C(=CC)c1ccc(O)cc1)c1ccc(O)cc1
BRD-K55113501,DIGOXIGENIN,73707458,C[C@@]12[C@H](CC[C@]1(O)[C@H]1CC[C@H]3C[C@@H](O)CC[C@]3(C)[C@H]1C[C@H]2O)C1=CC(=O)OC1
BRD-K55116708,BRD-K55116708,44507138,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(cc2)C(=O)Nc3ccccc3N)Oc4c(NC(=O)Nc5ccccc5)cccc4C1=O
BRD-K55120206,BRD-K55120206,,COCC(=O)Nc1ccc2c(OC[C@H](C)N(C[C@@H](C)[C@@H](CN(C)C2=O)OC)C(C)=O)c1
BRD-K55127134,FLUPHENAZINE,3372,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1
BRD-K55127335,BRD-K55127335,44142098,COc1ccc(OC)c(c1)c2nnc3SCC(=Nn23)c4ccc(OC(F)F)c(OCC5CC5)c4
BRD-K55129824,BRD-K55129824,54637673,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)NC2CCCCC2)OCc2ccccc2-c2c(C1=O)n(C)c1ccccc21
BRD-K55131074,BRD-K55131074,,CCc1nnc(NS(=O)(=O)c2ccc(N\C=C(/C=O)c3nc4cc(Cl)ccc4o3)cc2)s1
BRD-K55134387,BRD-K55134387,54646651,C[C@H](NC(=O)C[C@@H]1C[C@@H]2[C@@H](Oc3ccc(NC(=O)Cc4ccncc4)cc23)[C@@H](CO)O1)c1ccccc1
BRD-K55135464,BRD-K55135464,,CCC(=O)N[C@@H]1CC[C@H](CC(=O)OC)O[C@H]1CO
BRD-K55136906,BRD-K55136906,,CN1CCN(CC1)c1ccc(NC(=O)c2ccc3OCCOc3c2)cc1Cl
BRD-K55137639,BRD-K55137639,54614241,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)Nc2ccc(cc2)C(F)(F)F)Oc3ccc(NS(=O)(=O)c4ccc(Cl)cc4)cc3CC1=O
BRD-K55139645,BRD-K55139645,6729029,COc1ccc(C#Cc2ccc3NC(=O)[C@@]4([C@H]([C@H]5N([C@H]4c6ccc(OCCO)cc6)[C@@H]([C@@H](OC5=O)c7ccccc7)c8ccccc8)C(=O)NCC=C)c3c2)cc1
BRD-K55142307,BRD-K55142307,,CCCC(=O)Nc1ccc2c(OC[C@@H](C)N(Cc3ccc(cc3)-c3ccccn3)C[C@H](C)[C@@H](CN(C)C2=O)OC)c1
BRD-K55144248,BRD-K55144248,,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2ccccc2)OCCCC[C@@H](C)Oc2ccc(cc2C1=O)N(C)C
BRD-K55144308,BRD-K55144308,,COc1ccc(OC)c(c1)S(=O)(=O)N(C)CC(O)=O
BRD-K55145427,BRD-K55145427,,O=C(Nc1ccc(cc1)S(=O)(=O)NCc1ccccc1)Nc1ccc2OCOc2c1
BRD-K55147629,BRD-K55147629,,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(cc2)C(F)(F)F)Oc2ccc(cc2CC1=O)N(C)C
BRD-K55148639,BRD-K55148639,,CN1CCN(CC1)C(=O)C[C@H]1C[C@@H]2[C@@H](Oc3ccc(NC(=O)CC4CC4)cc23)[C@@H](CO)O1
BRD-K55149044,BRD-K55149044,54654201,CN1[C@@H]2CC[C@H](CC(=O)NCc3ccc(cc3)-c3ccccc3)O[C@@H]2COc2ccc(NC(=O)Cc3cccs3)cc2C1=O
BRD-K55155550,BRD-K55155550,60190986,CCCNC(=O)N1C[C@@H]2[C@@H]([C@@H](CO)N2C(=O)C1)c1ccc(cc1)-c1ccc(F)cc1
BRD-K55160224,BRD-K55160224,,CN(C)Cc1cc2c(ccc3ccccc23)cc1C
BRD-K55160246,BRD-K55160246,54651372,CC(C)N(C[C@H]1N[C@H](CO)[C@H]1c1ccc(cc1)-c1ccccc1)C(C)=O
BRD-K55160477,2-MERCAPTOBENZOTHIAZOLE,,Sc1nc2ccccc2s1
BRD-K55164454,BRD-K55164454,,OC[C@H]1O[C@@H](CC(=O)NCc2ccc(Oc3ccccc3)cc2)C[C@H]2[C@@H]1Oc1ccc(NC(=O)Nc3ccccc3F)cc21
BRD-K55165131,BRD-K55165131,,Cc1nn2c(NCc3ccccn3)cc(nc2c1-c1ccccc1)C(C)(C)C
BRD-K55169051,BRD-K55169051,,COc1ccc(cc1)S(=O)(=O)N[C@@H]1CC[C@H](CC(=O)NCc2ccccc2F)O[C@H]1CO
